0,-1,0
1,-1,0
2,-1,0
3,-1,0
4,25,1
5,-1,0
6,25,1
7,-1,0
8,-1,0
9,-1,0
10,24,1
11,-1,0
12,24,1
13,24,1
14,24,1
15,24,1
16,-1,0
17,-1,0
18,-1,0
19,-1,0
20,24,1
21,-1,0
22,24,1
23,12,2
24,-1,0
25,-1,0
26,24,1
27,24,1
28,24,1
29,25,1
30,25,1
31,25,1
32,33,2
33,25,1
34,33,2
35,33,2
36,33,2
37,25,1
38,25,1
39,25,1
40,24,1
41,24,1
42,24,1
43,25,1
44,52,2
45,25,1
46,25,1
47,52,2
48,33,2
49,33,2
50,25,1
51,25,1
52,25,1
53,25,1
54,-1,0
55,52,2
56,52,2
57,52,2
58,52,2
59,52,2
60,59,3
61,33,2
62,52,2
63,52,2
64,24,1
65,24,1
66,24,1
67,24,1
68,24,1
69,52,2
70,52,2
71,52,2
72,52,2
73,69,3
74,24,1
75,74,2
76,74,2
77,52,2
78,52,2
79,52,2
80,52,2
81,52,2
82,52,2
83,-1,0
84,-1,0
85,115,1
86,115,1
87,52,2
88,52,2
89,52,2
90,52,2
91,115,1
92,52,2
93,52,2
94,128,3
95,128,3
96,115,1
97,115,1
98,52,2
99,128,3
100,-1,0
101,-1,0
102,77,3
103,104,4
104,77,3
105,-1,0
106,-1,0
107,15,2
108,-1,0
109,-1,0
110,115,1
111,128,3
112,111,4
113,-1,0
114,115,1
115,-1,0
116,115,1
117,-1,0
118,115,1
119,115,1
120,115,1
121,115,1
122,-1,0
123,128,3
124,128,3
125,128,3
126,52,2
127,115,1
128,52,2
129,128,3
130,129,4
131,129,4
132,117,1
133,117,1
134,117,1
135,50,2
136,135,3
137,61,3
138,52,2
139,74,2
140,33,2
141,33,2
142,139,3
143,24,1
144,24,1
145,24,1
146,118,2
147,108,1
148,52,2
149,143,2
150,6,2
151,6,2
152,52,2
153,129,4
154,129,4
155,139,3
156,138,3
157,33,2
158,145,2
159,52,2
160,74,2
