0,-1,0
1,-1,0
2,136,1
3,136,1
4,-1,0
5,136,1
6,-1,0
7,-1,0
8,-1,0
9,-1,0
10,-1,0
11,136,1
12,136,1
13,-1,0
14,-1,0
15,-1,0
16,-1,0
17,-1,0
18,-1,0
19,-1,0
20,-1,0
21,-1,0
22,-1,0
23,-1,0
24,136,1
25,136,1
26,136,1
27,136,1
28,69,2
29,69,2
30,136,1
31,136,1
32,-1,0
33,-1,0
34,136,1
35,136,1
36,-1,0
37,136,1
38,69,2
39,69,2
40,69,2
41,69,2
42,69,2
43,66,3
44,69,2
45,69,2
46,66,3
47,69,2
48,-1,0
49,-1,0
50,-1,0
51,136,1
52,136,1
53,-1,0
54,136,1
55,66,3
56,55,4
57,136,1
58,69,2
59,136,1
60,52,2
61,69,2
62,60,3
63,136,1
64,136,1
65,64,2
66,69,2
67,66,3
68,52,2
69,136,1
70,-1,0
71,-1,0
72,-1,0
73,69,2
74,69,2
75,69,2
76,69,2
77,69,2
78,69,2
79,69,2
80,69,2
81,69,2
82,69,2
83,69,2
84,69,2
85,69,2
86,69,2
87,69,2
88,69,2
89,69,2
90,69,2
91,69,2
92,69,2
93,69,2
94,69,2
95,69,2
96,69,2
97,69,2
98,94,3
99,94,3
100,69,2
101,69,2
102,69,2
103,-1,0
104,97,3
105,97,3
106,56,5
107,97,3
108,97,3
109,97,3
110,97,3
111,97,3
112,97,3
113,69,2
114,69,2
115,69,2
116,69,2
117,69,2
118,97,3
119,93,3
120,69,2
121,69,2
122,93,3
123,69,2
124,94,3
125,69,2
126,136,1
127,136,1
128,136,1
129,64,2
130,64,2
131,69,2
132,123,3
133,69,2
134,66,3
135,69,2
136,-1,0
137,-1,0
138,136,1
139,136,1
140,136,1
