141
137
0,8,0
1,73,0
2,0,0
3,0,0
4,73,0
5,0,0
6,97,0
7,59,0
8,97,0
9,97,0
10,57,0
11,7,0
12,7,0
13,14,0
14,33,0
15,37,0
16,32,0
17,33,0
18,21,0
19,21,0
20,21,0
21,37,0
22,94,0
23,93,0
24,73,0
25,73,0
26,73,0
27,1,0
28,11,0
29,11,0
30,1,0
31,4,0
32,36,0
33,69,0
34,33,0
35,32,0
36,53,0
37,33,0
38,42,0
39,66,0
40,66,0
41,66,0
42,66,0
43,40,0
44,66,0
45,66,0
46,55,0
47,66,0
48,50,0
49,52,0
50,136,0
51,52,0
52,50,0
53,136,0
54,36,0
55,42,0
56,55,0
57,120,0
58,66,0
59,33,0
60,52,0
61,57,0
62,60,0
63,69,0
64,50,0
65,64,0
66,20,0
67,42,0
68,52,0
69,50,0
73,6,0
74,123,0
75,21,0
76,97,0
77,10,0
78,88,0
79,81,0
80,88,0
81,6,0
82,89,0
83,85,0
84,124,0
85,90,0
86,10,0
87,89,0
88,10,0
89,6,0
90,123,0
91,123,0
92,123,0
93,59,0
94,59,0
95,96,0
96,59,0
97,33,0
98,94,0
99,94,0
100,33,0
101,33,0
102,69,0
103,137,0
104,1,0
105,1,0
106,56,0
107,26,0
108,1,0
109,1,0
110,1,0
111,1,0
112,1,0
113,10,0
114,10,0
115,10,0
116,10,0
117,10,0
118,6,0
119,93,0
120,59,0
121,59,0
122,93,0
123,59,0
124,94,0
125,69,0
126,128,0
127,128,0
128,139,0
129,64,0
130,64,0
131,21,0
132,123,0
133,59,0
134,66,0
135,21,0
136,137,0
138,50,0
139,50,0
140,50,0
0,8,1
1,73,1
2,0,1
3,0,1
4,73,1
5,0,1
6,97,1
7,59,1
8,97,1
9,97,1
10,57,1
11,7,1
12,7,1
13,14,1
14,33,1
15,37,1
16,32,1
17,33,1
18,21,1
19,21,1
20,21,1
21,37,1
22,94,1
23,93,1
24,73,1
25,73,1
26,73,1
27,1,1
28,11,1
29,11,1
30,1,1
31,4,1
32,36,1
33,69,1
34,33,1
35,32,1
36,53,1
37,33,1
38,42,1
39,66,1
40,66,1
41,66,1
42,66,1
43,40,1
44,66,1
45,66,1
46,55,1
47,66,1
48,50,1
49,52,1
50,136,1
51,52,1
52,50,1
53,136,1
54,36,1
55,42,1
56,55,1
57,120,1
58,66,1
59,33,1
60,52,1
61,57,1
62,60,1
63,69,1
64,50,1
65,64,1
66,20,1
67,42,1
68,52,1
69,50,1
73,6,1
74,123,1
75,21,1
76,97,1
77,10,1
78,88,1
79,81,1
80,88,1
81,6,1
82,89,1
83,85,1
84,124,1
85,90,1
86,10,1
87,89,1
88,10,1
89,6,1
90,123,1
91,123,1
92,123,1
93,59,1
94,59,1
95,96,1
96,59,1
97,33,1
98,94,1
99,94,1
100,33,1
101,33,1
102,69,1
103,137,1
104,1,1
105,1,1
106,56,1
107,26,1
108,1,1
109,1,1
110,1,1
111,1,1
112,1,1
113,10,1
114,10,1
115,10,1
116,10,1
117,10,1
118,6,1
119,93,1
120,59,1
121,59,1
122,93,1
123,59,1
124,94,1
125,69,1
126,128,1
127,128,1
128,139,1
129,64,1
130,64,1
131,21,1
132,123,1
133,59,1
134,66,1
135,21,1
136,137,1
138,50,1
139,50,1
140,50,1
